DateTime,Open,High,Low,Close
2022-11-09 23:00:00,10841.0,10854.25,10834.25,10852.5
2022-11-09 23:02:00,10852.5,10854.75,10847.5,10853.5
2022-11-09 23:04:00,10853.5,10855.5,10846.0,10850.75
2022-11-09 23:06:00,10850.75,10851.25,10843.75,10845.75
2022-11-09 23:08:00,10845.75,10847.5,10842.5,10845.0
2022-11-09 23:10:00,10845.0,10846.25,10837.25,10839.5
2022-11-09 23:12:00,10839.5,10840.75,10837.75,10838.0
2022-11-09 23:14:00,10838.0,10838.75,10834.75,10835.25
2022-11-09 23:16:00,10835.25,10837.25,10834.75,10836.75
2022-11-09 23:18:00,10836.75,10844.5,10836.75,10843.25
2022-11-09 23:20:00,10843.25,10846.0,10842.0,10843.75
2022-11-09 23:22:00,10843.75,10847.75,10841.25,10844.0
2022-11-09 23:24:00,10844.0,10844.0,10841.5,10844.0
2022-11-09 23:26:00,10844.0,10846.25,10844.0,10845.25
2022-11-09 23:28:00,10845.25,10845.25,10840.0,10843.75
2022-11-09 23:30:00,10843.75,10845.0,10841.0,10843.75
2022-11-09 23:32:00,10843.75,10843.75,10840.5,10841.0
2022-11-09 23:34:00,10841.0,10842.75,10839.0,10842.0
2022-11-09 23:36:00,10842.0,10843.5,10838.5,10839.5
2022-11-09 23:38:00,10839.5,10841.5,10838.5,10838.5
2022-11-09 23:40:00,10838.5,10841.0,10836.75,10838.5
2022-11-09 23:42:00,10838.5,10842.5,10838.5,10841.75
2022-11-09 23:44:00,10841.75,10845.75,10840.75,10845.75
2022-11-09 23:46:00,10845.75,10847.0,10843.0,10846.25
2022-11-09 23:48:00,10846.25,10848.75,10845.75,10847.75
2022-11-09 23:50:00,10847.75,10848.0,10846.25,10847.25
2022-11-09 23:52:00,10847.25,10848.0,10844.0,10845.5
2022-11-09 23:54:00,10845.5,10845.75,10843.0,10844.75
2022-11-09 23:56:00,10844.75,10845.25,10841.5,10843.75
2022-11-09 23:58:00,10843.75,10845.5,10839.25,10844.25
2022-11-10 00:00:00,10844.25,10844.25,10839.0,10841.0
2022-11-10 00:02:00,10841.0,10847.5,10840.25,10844.75
2022-11-10 00:04:00,10844.75,10846.25,10843.0,10845.25
2022-11-10 00:06:00,10845.25,10850.0,10845.0,10849.25
2022-11-10 00:08:00,10849.25,10852.5,10848.25,10851.5
2022-11-10 00:10:00,10851.5,10855.25,10849.25,10850.25
2022-11-10 00:12:00,10850.25,10853.5,10850.0,10852.5
2022-11-10 00:14:00,10852.5,10854.5,10849.0,10853.25
2022-11-10 00:16:00,10853.25,10854.75,10851.75,10853.0
2022-11-10 00:18:00,10853.0,10857.75,10852.75,10856.5
2022-11-10 00:20:00,10856.5,10873.75,10856.25,10867.5
2022-11-10 00:22:00,10867.5,10869.25,10862.5,10864.0
2022-11-10 00:24:00,10864.0,10865.25,10862.5,10864.0
2022-11-10 00:26:00,10864.0,10865.75,10863.25,10864.0
2022-11-10 00:28:00,10864.0,10866.0,10863.0,10863.5
2022-11-10 00:30:00,10863.5,10865.25,10861.5,10863.5
2022-11-10 00:32:00,10863.5,10863.5,10858.0,10858.75
2022-11-10 00:34:00,10858.75,10859.5,10855.5,10858.5
2022-11-10 00:36:00,10858.5,10865.5,10858.0,10865.0
2022-11-10 00:38:00,10865.0,10868.5,10864.25,10867.0
2022-11-10 00:40:00,10867.0,10871.0,10866.75,10870.0
2022-11-10 00:42:00,10870.0,10873.75,10869.25,10869.5
2022-11-10 00:44:00,10869.5,10876.5,10869.0,10875.0
2022-11-10 00:46:00,10875.0,10875.25,10871.5,10872.25
2022-11-10 00:48:00,10872.25,10872.75,10868.75,10869.25
2022-11-10 00:50:00,10869.25,10869.25,10863.75,10864.25
2022-11-10 00:52:00,10864.25,10864.5,10860.5,10862.5
2022-11-10 00:54:00,10862.5,10864.25,10862.0,10862.0
2022-11-10 00:56:00,10862.0,10863.0,10861.0,10862.0
2022-11-10 00:58:00,10862.0,10870.75,10861.5,10868.75
2022-11-10 01:00:00,10868.75,10874.5,10868.5,10873.0
2022-11-10 01:02:00,10873.0,10874.25,10868.25,10869.75
2022-11-10 01:04:00,10869.75,10883.0,10868.75,10882.0
2022-11-10 01:06:00,10882.0,10882.75,10876.5,10877.5
