DateTime,Open,High,Low,Close
10/3/2022 0:14,10923.25,10928.25,10920,10926.5
10/3/2022 0:15,10926.5,10931.25,10920.75,10922.75
10/3/2022 0:16,10922.75,10922.75,10910,10921.5
10/3/2022 0:17,10921.5,10923.75,10915.5,10921.5
10/3/2022 0:18,10921.5,10924.25,10915.25,10922.5
10/3/2022 0:19,10922.5,10923.75,10917.25,10920
10/3/2022 0:20,10920,10921,10912,10912
10/3/2022 0:21,10912,10921.75,10910.5,10920
10/3/2022 0:22,10920,10922,10917.25,10920
10/3/2022 0:23,10920,10928,10919,10925.75
10/3/2022 0:24,10925.75,10934,10925,10931.25
10/3/2022 0:25,10931.25,10931.5,10923.5,10925.75
10/3/2022 0:26,10925.75,10929.5,10922.75,10928.75
10/3/2022 0:27,10928.75,10928.75,10920.25,10920.75
10/3/2022 0:28,10920.75,10926,10919,10924
10/3/2022 0:29,10924,10930.25,10922.5,10927.5
10/3/2022 0:30,10927.5,10927.75,10919,10920.5
10/3/2022 0:31,10920.5,10923.25,10917.25,10920.25
10/3/2022 0:32,10920.25,10925.75,10920.25,10922.25
10/3/2022 0:33,10922.25,10925.75,10921,10924
10/3/2022 0:34,10924,10925,10921,10924.25
10/3/2022 0:35,10924.25,10926.25,10916.5,10917.75
10/3/2022 0:36,10917.75,10925.75,10916.5,10925.5
10/3/2022 0:37,10925.5,10927,10917,10918
10/3/2022 0:38,10918,10918.75,10907,10916
10/3/2022 0:39,10916,10916.25,10907.75,10908.5
10/3/2022 0:40,10908.5,10912.5,10906.5,10909
10/3/2022 0:41,10909,10917,10907.75,10912.25
10/3/2022 0:42,10912.25,10919,10911.75,10913.75
10/3/2022 0:43,10913.75,10915.75,10911,10913
10/3/2022 0:44,10913,10915.75,10907,10907.75
10/3/2022 0:45,10907.75,10912.5,10906.75,10910.5
10/3/2022 0:46,10910.5,10915,10909.75,10914.5
10/3/2022 0:47,10914.5,10917.25,10910,10910.25
10/3/2022 0:48,10910.25,10918,10909.25,10918
10/3/2022 0:49,10918,10918.5,10913.75,10914.25
10/3/2022 0:50,10914.25,10917.5,10913.5,10916.75
10/3/2022 0:51,10916.75,10918,10908,10909.25
10/3/2022 0:52,10909.25,10911,10903.5,10904.25
10/3/2022 0:53,10904.25,10909.75,10904,10904.25
10/3/2022 0:54,10904.25,10907,10901,10906
10/3/2022 0:55,10906,10907,10901.25,10902.25
10/3/2022 0:56,10902.25,10904.25,10890.5,10903.75
10/3/2022 0:57,10903.75,10907.25,10901,10904.5
10/3/2022 0:58,10904.5,10909,10902,10906.25
10/3/2022 0:59,10906.25,10908.75,10905,10907
10/3/2022 1:00,10907,10917.75,10906,10916.75
10/3/2022 1:01,10916.75,10917.5,10914,10916.75
10/3/2022 1:02,10916.75,10918.75,10912.75,10918.25
10/3/2022 1:03,10918.25,10922.75,10918,10920.25
10/3/2022 1:04,10920.25,10922.75,10917.25,10919.75
10/3/2022 1:05,10919.75,10927.75,10919.75,10926.25
10/3/2022 1:06,10926.25,10933.25,10925.5,10932.75
10/3/2022 1:07,10932.75,10933.25,10928,10928.25
10/3/2022 1:08,10928.25,10932.25,10927.25,10931.25
10/3/2022 1:09,10931.25,10935,10929,10929.75
10/3/2022 1:10,10929.75,10939.25,10929.5,10938.75
10/3/2022 1:11,10938.75,10948.25,10937.75,10942.5
10/3/2022 1:12,10942.5,10944.75,10939,10940.75
10/3/2022 1:13,10940.75,10942.75,10936.75,10940
10/3/2022 1:14,10940,10942.25,10938.25,10939.75
10/3/2022 1:15,10939.75,10942,10931.25,10934.25
10/3/2022 1:16,10934.25,10935.5,10929.75,10932
10/3/2022 1:17,10932,10937,10926.75,10937
10/3/2022 1:18,10937,10941.75,10934.75,10938.5
10/3/2022 1:19,10938.5,10942.5,10937,10941.75
10/3/2022 1:20,10941.75,10943.25,10935,10939
10/3/2022 1:21,10939,10943.25,10938.5,10938.75
10/3/2022 1:22,10938.75,10941,10936.25,10938.25
10/3/2022 1:23,10938.25,10941,10937,10940.5
10/3/2022 1:24,10940.5,10944.5,10939.5,10940.25
10/3/2022 1:25,10940.25,10942.5,10937,10937.75
10/3/2022 1:26,10937.75,10944,10937,10942.5
10/3/2022 1:27,10942.5,10947.25,10940,10946.25
10/3/2022 1:28,10946.25,10961.75,10946,10959.5
10/3/2022 1:29,10959.5,10972.75,10958.5,10968.5
10/3/2022 1:30,10968.5,10972.5,10965,10967.25
10/3/2022 1:31,10967.25,10970.75,10964.5,10969.25
10/3/2022 1:32,10969.25,10978,10968.5,10974.75
10/3/2022 1:33,10974.75,10978.5,10972.5,10976
10/3/2022 1:34,10976,10977.75,10968,10969
10/3/2022 1:35,10969,10975,10965,10974.75
10/3/2022 1:36,10974.75,10974.75,10967.5,10971.25
10/3/2022 1:37,10971.25,10973,10969.75,10972.5
10/3/2022 1:38,10972.5,10974.5,10970.5,10971.25
10/3/2022 1:39,10971.25,10973.25,10969.75,10970.5
10/3/2022 1:40,10970.5,10975.25,10967,10973.5
10/3/2022 1:41,10973.5,10975.5,10968.75,10971.25
10/3/2022 1:42,10971.25,10975,10971,10974
10/3/2022 1:43,10974,10988.5,10973,10983.25
10/3/2022 1:44,10983.25,10988,10981.75,10986
10/3/2022 1:45,10986,10991.25,10981,10990.25
10/3/2022 1:46,10990.25,10997.5,10990,10997
10/3/2022 1:47,10997,11014.25,10995.25,11014
10/3/2022 1:48,11014,11015,11005.25,11007
10/3/2022 1:49,11007,11015,11006.5,11008.25
10/3/2022 1:50,11008.25,11015.25,11003.5,11014.5
10/3/2022 1:51,11014.5,11023.75,11012.25,11017
10/3/2022 1:52,11017,11020.25,11013.25,11018.5
10/3/2022 1:53,11018.5,11020,11015,11015.5
10/3/2022 1:54,11015.5,11016.5,11012.5,11015.25
10/3/2022 1:55,11015.25,11015.25,11005.75,11006.5
10/3/2022 1:56,11006.5,11011,11005.75,11008
10/3/2022 1:57,11008,11012.5,11006.25,11012
10/3/2022 1:58,11012,11013.5,11008.25,11009.5
10/3/2022 1:59,11009.5,11015.5,11008.5,11015
10/3/2022 2:00,11015,11016,10999.75,11001.75
10/3/2022 2:01,11001.75,11004.25,11000.75,11002
10/3/2022 2:02,11002,11007.25,11002,11004.75
10/3/2022 2:03,11004.75,11006.75,11003.25,11006
10/3/2022 2:04,11006,11006,10994,10996.25
10/3/2022 2:05,10996.25,10998.25,10985,10991.25
10/3/2022 2:06,10991.25,10998.25,10990.5,10997
10/3/2022 2:07,10997,10998.75,10994.5,10995.75
10/3/2022 2:08,10995.75,10996,10986.5,10986.5
10/3/2022 2:09,10986.5,10992.5,10985,10986
10/3/2022 2:10,10986,10990,10983,10985.75
10/3/2022 2:11,10985.75,10990.5,10985.75,10990
10/3/2022 2:12,10990,10993.5,10990,10991.75
10/3/2022 2:13,10991.75,10998.5,10990.75,10994.75
10/3/2022 2:14,10994.75,10998.5,10994,10997.5
10/3/2022 2:15,10997.5,10999.75,10996.5,10999
10/3/2022 2:16,10999,10999.5,10992.75,10994
10/3/2022 2:17,10994,11003.25,10991.75,11000.75
10/3/2022 2:18,11000.75,11000.75,10996,10997.25
10/3/2022 2:19,10997.25,10998.5,10990.25,10991.25
10/3/2022 2:20,10991.25,10991.25,10980,10980.75
10/3/2022 2:21,10980.75,10987.5,10980,10982.5
10/3/2022 2:22,10982.5,10982.75,10975.75,10977.25
10/3/2022 2:23,10977.25,10982.25,10976.25,10980.25
10/3/2022 2:24,10980.25,10982.75,10976.5,10978.5
10/3/2022 2:25,10978.5,10985.25,10976.5,10984.25
10/3/2022 2:26,10984.25,10985.5,10980.75,10981
10/3/2022 2:27,10981,10985.5,10981,10983.25
10/3/2022 2:28,10983.25,10984.75,10982.25,10982.5
10/3/2022 2:29,10982.5,10983,10973,10975.25
10/3/2022 2:30,10975.25,10977,10971,10974.25
10/3/2022 2:31,10974.25,10980.5,10974,10979.25
10/3/2022 2:32,10979.25,10980.25,10975,10977.75
10/3/2022 2:33,10977.75,10979.5,10974.75,10977
10/3/2022 2:34,10977,10978.5,10974,10974.5
10/3/2022 2:35,10974.5,10975,10967,10972.75
10/3/2022 2:36,10972.75,10972.75,10967.25,10967.75
10/3/2022 2:37,10967.75,10971.75,10965.5,10970.75
10/3/2022 2:38,10970.75,10973.75,10969,10972.5
10/3/2022 2:39,10972.5,10978.75,10970,10978.5
10/3/2022 2:40,10978.5,10985.5,10977.5,10984.25
10/3/2022 2:41,10984.25,10985.75,10981,10985.25
10/3/2022 2:42,10985.25,10986.75,10981,10982.5
10/3/2022 2:43,10982.5,10985,10978.5,10983
10/3/2022 2:44,10983,10983,10980,10982.25
10/3/2022 2:45,10982.25,10984,10980.75,10982.25
10/3/2022 2:46,10982.25,10984.5,10980.25,10980.5
10/3/2022 2:47,10980.5,10984.25,10980.25,10982
10/3/2022 2:48,10982,10984.5,10978,10983.75
10/3/2022 2:49,10983.75,10992.75,10983.5,10991
10/3/2022 2:50,10991,11003,10990.75,11000.75
10/3/2022 2:51,11000.75,11004.75,10999,11004.5
10/3/2022 2:52,11004.5,11005.25,10998,10999
10/3/2022 2:53,10999,10999.5,10996,10997
10/3/2022 2:54,10997,10998.25,10996.25,10997
10/3/2022 2:55,10997,10997,10980,10980
10/3/2022 2:56,10980,10982.5,10974.25,10981
10/3/2022 2:57,10981,10982.5,10975,10976.25
10/3/2022 2:58,10976.25,10976.25,10968.5,10969
10/3/2022 2:59,10969,10971,10956.75,10960.25
10/3/2022 3:00,10960.25,10969,10960.25,10962.25
10/3/2022 3:01,10962.25,10969,10962,10967.75
10/3/2022 3:02,10967.75,10973,10965.5,10967.25
10/3/2022 3:03,10967.25,10972,10965.25,10971.5
10/3/2022 3:04,10971.5,10972,10966.25,10967.25
10/3/2022 3:05,10967.25,10970.5,10965.25,10968
10/3/2022 3:06,10968,10971.5,10965.5,10971
10/3/2022 3:07,10971,10976,10968.5,10975
10/3/2022 3:08,10975,10977.75,10972.5,10975.25
10/3/2022 3:09,10975.25,10979,10974.5,10975.5
10/3/2022 3:10,10975.5,10977.5,10973.25,10976.75
10/3/2022 3:11,10976.75,10977.25,10974,10974
10/3/2022 3:12,10974,10976.25,10972.5,10974.5
10/3/2022 3:13,10974.5,10976.75,10974,10975
10/3/2022 3:14,10975,10976.75,10974,10976.75
10/3/2022 3:15,10976.75,10989.25,10976.25,10988.25
10/3/2022 3:16,10988.25,10995.75,10986.75,10992.5
10/3/2022 3:17,10992.5,10993.25,10990.25,10992.75
10/3/2022 3:18,10992.75,10994.75,10990.25,10994.25
10/3/2022 3:19,10994.25,10994.5,10989,10993.5
10/3/2022 3:20,10993.5,10999.75,10990,10991.5
10/3/2022 3:21,10991.5,10993,10984.5,10987.25
10/3/2022 3:22,10987.25,10988.25,10981.25,10983.5
10/3/2022 3:23,10983.5,10985.5,10982.25,10983.5
10/3/2022 3:24,10983.5,10986,10980.5,10986
10/3/2022 3:25,10986,10987,10983.25,10985.25
10/3/2022 3:26,10985.25,10986,10982.25,10984.75
10/3/2022 3:27,10984.75,10987,10983.5,10985.75
10/3/2022 3:28,10985.75,10986.25,10983.5,10983.5
10/3/2022 3:29,10983.5,10983.75,10977,10977.25
10/3/2022 3:30,10977.25,10980.25,10975.25,10978.75
10/3/2022 3:31,10978.75,10979.75,10975,10976
10/3/2022 3:32,10976,10979.75,10975.25,10976.75
10/3/2022 3:33,10976.75,10986.25,10972.5,10983
10/3/2022 3:34,10983,10984.25,10980.5,10982
10/3/2022 3:35,10982,10992,10981.25,10991.5
10/3/2022 3:36,10991.5,10992.5,10986.75,10986.75
10/3/2022 3:37,10986.75,10991.25,10985.25,10990.5
10/3/2022 3:38,10990.5,11006.5,10990.5,11005.75
10/3/2022 3:39,11005.75,11006,10997.5,10999.75
10/3/2022 3:40,10999.75,11000,10994.5,10995.5
10/3/2022 3:41,10995.5,10999.25,10994,10997.75
10/3/2022 3:42,10997.75,11002.25,10996.75,10998.75
10/3/2022 3:43,10998.75,10998.75,10991,10992
10/3/2022 3:44,10992,10995.75,10991.5,10993.25
10/3/2022 3:45,10993.25,10997.25,10992.5,10995.75
10/3/2022 3:46,10995.75,10996.75,10991,10992
10/3/2022 3:47,10992,10994.75,10991.75,10994.5
10/3/2022 3:48,10994.5,10994.5,10990,10991.25
10/3/2022 3:49,10991.25,10993.5,10988.75,10991.5
10/3/2022 3:50,10991.5,10993,10990.25,10992.25
10/3/2022 3:51,10992.25,10993,10989.5,10990
10/3/2022 3:52,10990,10994.75,10990,10990.25
10/3/2022 3:53,10990.25,10995,10990,10992.5
10/3/2022 3:54,10992.5,11000,10992.5,11000
10/3/2022 3:55,11000,11000,10990.25,10990.75
10/3/2022 3:56,10990.75,10990.75,10986,10987.25
10/3/2022 3:57,10987.25,10990.25,10986,10989
10/3/2022 3:58,10989,10990.25,10987.25,10988
10/3/2022 3:59,10988,10991.5,10988,10990.25
10/3/2022 4:00,10990.25,10990.5,10985.25,10985.25
10/3/2022 4:01,10985.25,10989,10984,10988
10/3/2022 4:02,10988,10989.75,10985.75,10988
10/3/2022 4:03,10988,10994.25,10987.25,10993.75
10/3/2022 4:04,10993.75,10995,10991,10991.5
10/3/2022 4:05,10991.5,10999.5,10987,10988.25
10/3/2022 4:06,10988.25,10990,10976.75,10979
10/3/2022 4:07,10979,10979.75,10967,10971
10/3/2022 4:08,10971,10974.5,10969.25,10971.25
10/3/2022 4:09,10971.25,10974.25,10971.25,10972.25
10/3/2022 4:10,10972.25,10974.5,10970.5,10973.5
10/3/2022 4:11,10973.5,10979,10971,10977.25
10/3/2022 4:12,10977.25,10978.75,10976,10976.75
10/3/2022 4:13,10976.75,10979.25,10976.75,10978.25
10/3/2022 4:14,10978.25,10982.5,10977.75,10979.25
10/3/2022 4:15,10979.25,10980.5,10972.75,10975
10/3/2022 4:16,10975,10983.5,10973.5,10982.5
10/3/2022 4:17,10982.5,10986,10980.25,10983.75
10/3/2022 4:18,10983.75,10983.75,10979.75,10981
10/3/2022 4:19,10981,10983,10980.5,10981.25
10/3/2022 4:20,10981.25,10981.25,10975.25,10976.75
10/3/2022 4:21,10976.75,10979,10974.75,10976.75
10/3/2022 4:22,10976.75,10977.75,10966,10975.75
10/3/2022 4:23,10975.75,10976.25,10972.25,10976
10/3/2022 4:24,10976,10976.75,10973.25,10973.5
10/3/2022 4:25,10973.5,10977.25,10971,10975.5
10/3/2022 4:26,10975.5,10979.5,10975.25,10978.75
10/3/2022 4:27,10978.75,10980.75,10978.5,10979.25
10/3/2022 4:28,10979.25,10980,10976.75,10979
10/3/2022 4:29,10979,10979.75,10972.75,10973.75
10/3/2022 4:30,10973.75,10978.5,10973.5,10976.75
10/3/2022 4:31,10976.75,10979.25,10974,10977.75
10/3/2022 4:32,10977.75,10978.75,10973.75,10974.25
10/3/2022 4:33,10974.25,10979.25,10974.25,10976.75
10/3/2022 4:34,10976.75,10978.75,10975,10977.25
10/3/2022 4:35,10977.25,10977.25,10973,10974
10/3/2022 4:36,10974,10976,10972.75,10974
10/3/2022 4:37,10974,10975.25,10971.25,10972.25
10/3/2022 4:38,10972.25,10973,10966,10966.25
10/3/2022 4:39,10966.25,10968.5,10963.75,10965.75
10/3/2022 4:40,10965.75,10967.75,10963,10964
10/3/2022 4:41,10964,10975,10964,10971.75
10/3/2022 4:42,10971.75,10977.75,10970,10976.75
10/3/2022 4:43,10976.75,10977.25,10974.5,10975.75
10/3/2022 4:44,10975.75,10978,10975.75,10976.75
10/3/2022 4:45,10976.75,10977.25,10974.25,10975.25
10/3/2022 4:46,10975.25,10977.5,10973.5,10973.5
10/3/2022 4:47,10973.5,10974.25,10968,10969.25
10/3/2022 4:48,10969.25,10971.25,10968.5,10970.75
10/3/2022 4:49,10970.75,10976,10970,10975
10/3/2022 4:50,10975,10976.75,10974.5,10976
10/3/2022 4:51,10976,10978.5,10976,10977
10/3/2022 4:52,10977,10979.5,10976.25,10977.75
10/3/2022 4:53,10977.75,10979.75,10977,10978.75
10/3/2022 4:54,10978.75,10981.25,10977,10981
10/3/2022 4:55,10981,10981,10977.75,10979.75
10/3/2022 4:56,10979.75,10981,10978,10980
10/3/2022 4:57,10980,10982.25,10979.25,10980.25
10/3/2022 4:58,10980.25,10980.25,10977.5,10979.5
10/3/2022 4:59,10979.5,10979.5,10973.75,10975.25
10/3/2022 5:00,10975.25,10977,10968,10977
10/3/2022 5:01,10977,10977.25,10971.75,10974.25
10/3/2022 5:02,10974.25,10985,10973.5,10982
10/3/2022 5:03,10982,10982.75,10978,10978.75
10/3/2022 5:04,10978.75,10980.75,10977.25,10977.75
10/3/2022 5:05,10977.75,10980.75,10976.5,10980
10/3/2022 5:06,10980,10981.5,10964.25,10965.5
10/3/2022 5:07,10965.5,10967.25,10958.75,10961.25
10/3/2022 5:08,10961.25,10967.25,10961,10964.5
10/3/2022 5:09,10964.5,10966.25,10960,10964.25
10/3/2022 5:10,10964.25,10965.5,10952.5,10955.5
10/3/2022 5:11,10955.5,10960.5,10955.5,10959
10/3/2022 5:12,10959,10966.25,10959,10964
10/3/2022 5:13,10964,10965.5,10958,10964.5
10/3/2022 5:14,10964.5,10966.5,10960.75,10961.75
10/3/2022 5:15,10961.75,10967,10960,10966
10/3/2022 5:16,10966,10968,10963.75,10965.25
10/3/2022 5:17,10965.25,10965.5,10957.25,10958.75
10/3/2022 5:18,10958.75,10960.75,10951,10953.5
10/3/2022 5:19,10953.5,10959.25,10953,10956.25
10/3/2022 5:20,10956.25,10958.25,10955.5,10957.25
10/3/2022 5:21,10957.25,10960,10956.5,10958.75
10/3/2022 5:22,10958.75,10968.5,10958.75,10967.75
10/3/2022 5:23,10967.75,10968.25,10960.25,10962.75
10/3/2022 5:24,10962.75,10970,10960,10967.75
10/3/2022 5:25,10967.75,10969.5,10964.25,10966.5
10/3/2022 5:26,10966.5,10966.75,10962.5,10963.25
10/3/2022 5:27,10963.25,10966.75,10962.25,10962.25
10/3/2022 5:28,10962.25,10969,10962,10965
10/3/2022 5:29,10965,10966,10962.25,10964.25
10/3/2022 5:30,10964.25,10968,10963.25,10966.25
10/3/2022 5:31,10966.25,10968.25,10965.75,10966.25
10/3/2022 5:32,10966.25,10970.25,10965.5,10969.25
10/3/2022 5:33,10969.25,10973.75,10968.5,10970.25
10/3/2022 5:34,10970.25,10974.75,10969.5,10973.5
10/3/2022 5:35,10973.5,10980,10972.75,10978
10/3/2022 5:36,10978,10978.5,10975,10975.75
10/3/2022 5:37,10975.75,10978,10975.25,10977.25
10/3/2022 5:38,10977.25,10979,10975.25,10975.75
10/3/2022 5:39,10975.75,10982.5,10972.75,10981.75
10/3/2022 5:40,10981.75,10986.25,10978.75,10984
10/3/2022 5:41,10984,10989.5,10981.25,10984.75
10/3/2022 5:42,10984.75,10985.25,10982,10984.25
10/3/2022 5:43,10984.25,10993,10984.25,10991.5
10/3/2022 5:44,10991.5,10995.75,10991,10993.75
10/3/2022 5:45,10993.75,11000.5,10993,10999.75
10/3/2022 5:46,10999.75,11005.25,10998.25,10999
10/3/2022 5:47,10999,11004.5,10995,11001.75
10/3/2022 5:48,11001.75,11006.25,11001,11001
10/3/2022 5:49,11001,11003.25,10998,11001.75
10/3/2022 5:50,11001.75,11012.75,11000.25,11012
10/3/2022 5:51,11012,11028.5,11008.5,11025.5
10/3/2022 5:52,11025.5,11032.25,11024.5,11029.25
10/3/2022 5:53,11029.25,11034.75,11029.25,11030.5
10/3/2022 5:54,11030.5,11033.25,11029.25,11029.25
10/3/2022 5:55,11029.25,11030.25,11023,11028.25
10/3/2022 5:56,11028.25,11030.5,11019,11019.5
10/3/2022 5:57,11019.5,11019.5,11011.75,11012.75
10/3/2022 5:58,11012.75,11014.5,11010.75,11011.5
10/3/2022 5:59,11011.5,11016,11008.5,11009.75
10/3/2022 6:00,11009.75,11022.25,11008.25,11016.5
10/3/2022 6:01,11016.5,11018.25,11010,11016.75
10/3/2022 6:02,11016.75,11027,11015.5,11024
10/3/2022 6:03,11024,11031.25,11023.5,11029.25
10/3/2022 6:04,11029.25,11033,11026.75,11029.5
